idea_titulo;idea_url
#12700# SentinelStock;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288215
#12700# SmartDocx;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288219
#12700# Stylo Essencial;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288222
#12700# WorkPro;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288225
#12700#(TRILHARES - Soluções em Transporte Sobre Trilhos);https://plataforma.gpinovacao.senai.br/plataforma/ideia/284606
#12700#(TRILHARES);https://plataforma.gpinovacao.senai.br/plataforma/ideia/284602
#12700#Motiva+;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284796
#12730# ACESSIBILIDADE EM ESTABELECIMENTOS ALIMENTÍCIOS: DESENVOLVIMENTO DE  CARDÁPIOS PARA PESSOAS COM DEFICIÊNCIA VISUAL;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287991
#12730# BRASA MAGICA PASTILHAS ACENDEDORAS FEITAS DE OLEO USADO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288018
#12730# Ecoveg Soluções - Cream cheese vegano;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288601
#12730# SORVETE PROTEICO PARA ATLETAS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288602
#12730# Sorvetes para atletas e entusiastas de atividades físicas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288429
#12730# Vegan Cheese: Cream cheese vegano;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288595
#12730# Vegan Cheese: Cream cheese vegano;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288600
#12740#EVO ONE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292222
#12740#groundwork line;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292224
#12740#selecttoken;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292214
#12800 #ProjetoAutoFrasco;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285331
#12800# - AUTOMAÇÃO DO PROCESSO DE MEDIÇÃO DOS SILOS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286538
#12800# Desensacadeira Automatizada;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285067
#12800# Empurrador de latas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285329
#12800# Implementação de um sistema automatizado de dosagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286626
#12800# PLATAFORMA DE TRANSFERENCIA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287794
#12800# POSITIVO SOLUÇOES E ARMAZENAMENTO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286645
#12800# Reoil Solutions;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287714
#12800# Reoil Solutions;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287723
#12800# Sensor de nível de tanque;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285269
#12800#Automação de segregação de areia verde;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286627
#12800#Braço mecânico em esteira com sala de controle;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288281
#12800#Cadeira Automatizada;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285321
#12900# DEPOTX;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283420
#12910# BOX SOLAR;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281709
#12910# Supermercado seguro;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286749
#12910# TERMOCEPÇÃO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287818
#12910#Boné com sensor;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276967
#12910#Controle de Velocidade de Mesa Elevatória;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288235
#12910#Sistema Automatico de Pesagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286778
#12921# Efficiency Wise;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276854
#12921# Elevador de carga automatizado;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292057
#12921# JDB SafeWorks;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276846
#12925# ECO BIO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288172
#12925# ESTEIRA TECH;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276172
#12925# Esteira Transportadora;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276088
#12925# Risko;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276675
#12925# SafeMine Solutions;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276669
#12925# Sistema de distribuição e Armazenamento de Óleo Solúvel;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276097
#12925#ECOSMART;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285980
#12925#ETE-VERDE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288411
#12925#SEGTEC SOLUTIONS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276677
#12960;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286497
#12960 ALWAYS SAFE - SISTEMA AUTOMATIZADO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286924
#12960# Alimentador Automático De Bovinos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286555
#12960# AutoTorque;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285942
#12960# Celomami Vision;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287425
#12960# CMVPS saúde e segurança do trabalho;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287416
#12960# DN Soluções;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286886
#12960# Faixa inteligente de identificação de EPI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287415
#12960# Fluxo Ágil;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283437
#12960# GESTMANUTEC;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287792
#12960# HyperTech;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287793
#12960# KMMVY;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287303
#12960# KMMVY;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287304
"#12960# Motor Inteligente; Energia Consciente";https://plataforma.gpinovacao.senai.br/plataforma/ideia/287143
#12960# Mundo Tatíl;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284125
#12960# Nitrus GATE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287520
#12960# PONTE ROLANTE AUTOMATIZADA PARA CARGA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286806
#12960# Portão Automático Mecânico PAM03;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284496
#12960# Pró Soluções;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287534
#12960# Programa de reporte incidentes e sinalização;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287531
#12960# Projeto trilhos magnéticos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286523
#12960# SAFE MECHANICS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281991
#12960# SAFE MECHANICS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282874
#12960# Safe Truck System;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286907
#12960# SAM GUARD SST;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287523
#12960# SEEDHOLD;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287478
#12960# Sensor de temperatura + IA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286739
#12960# Sistema eficaz de troca de contêiners;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283670
#12960# Solução Inteligente de Eficiência Energética para Motores Industriais;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287139
#12960# TCC Automação Mecânica do Processo de Transporte de Areia Siderúrgica;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273378
#12960# Trava Mecânica para elevador automotivo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287532
#12960# TREINAMENTO DE SEGURANÇA PARA POLIAS INDUSTRIAIS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286147
#12960# TrituraGesso eco;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287188
#12960#caosnoestoque;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287816
#12960#EPIflux;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284565
#12960#Multímetro para pessoas com deficiência auditiva;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286756
#12960#Proteção Inteligente Anti-choque: Solução Emergencial para Instalações sem IDR;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287147
#12960#SAFE MECHANICS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282866
#12960#SEEDHOLD;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287004
#12970 #DISCAÇO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287545
#12970 transportador de pó auxiliar;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288384
#12970#  Criação de suporte para a suspensão de motor diesel com mais de 1500 kg;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288369
#12970# AcidentesNoProcessoDeUsinagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288368
#12970# base ajustável hidráulica para soldagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288386
#12970# JOJOTOP;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288383
#12970# JOJOTOP;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288387
#12970# Manutiva;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289742
#12970# Maquina de manipulação de chapas de aço;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288372
#12970# Mesa Modular de Medição de Empeno;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286850
#12970# Mesa para cortes de chapas usando esmerilhadeira;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288388
#12970# Peneira ErgoFlow;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288385
#12970# Peneira ErgoFlow;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288391
#12970# Prensa Manual para Calçados;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288393
#12970# SISTEMA VIRADOR AUTOMATIZADO DE QUEIJOS (VAQ);https://plataforma.gpinovacao.senai.br/plataforma/ideia/288362
#12970# SISTEMA VIRADOR AUTOMATIZADO DE QUEIJOS (VAQ);https://plataforma.gpinovacao.senai.br/plataforma/ideia/288370
#12971# AUTOMAÇÃO DE CONTAINNER;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274875
#12979# Robô de segurança;https://plataforma.gpinovacao.senai.br/plataforma/ideia/280272
#13040 #EletroTest;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289698
#13040 #Garra Mecânica;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291575
#13040 #INOXFLOW;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285677
#13040 #Metalfios;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291614
#13040# - DONVITA - DSPI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289600
#13040# - GoTo - DSPI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289626
#13040# AUTOREACH DSPI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291898
#13040# PIAS CONCRETADAS DE INOX;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286771
#13040# Segurança e Ergonomia DSPI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291625
#13040#automation;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289701
#13040#EletroTest;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275719
#13040#Multímetro para deficiente auditivo (Electro Wave);https://plataforma.gpinovacao.senai.br/plataforma/ideia/289720
#13040#Solução Green Core;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291584
#13093 #CaixAnima;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292006
#13093 LogTag;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273552
#13093#;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281190
#13093#  Hungry Animals 1;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273359
#13093#  PRECISION TABLE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273574
#13093# -  OrganizaJá;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286647
#13093# - Equipe DIPS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286643
#13093# ABLAM SEGURANÇA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277195
#13093# ACESSÍMETRO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291311
#13093# Agenda TEOS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291859
#13093# AlfaTátil;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292077
#13093# Anthapema;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277194
#13093# AUTOBOVS - TRATO AUTOMATIZADO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289058
#13093# Automação no Processo de Silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277178
#13093# backup seguro;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291314
#13093# BM soluções de limpeza fotovoltaica;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277179
#13093# CargoBot;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273576
#13093# Comando de portas automáticas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291663
#13093# CONECTA TEA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292074
#13093# Controle de portas automáticas via arduíno;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273537
#13093# Copper Extraction;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281539
#13093# Empresa de Serviços São Bartimeu;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292773
#13093# Empresa de Serviços São Bartimeu;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292774
#13093# Empresa de Serviços São Bartimeu;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292776
#13093# equipe nível nível max;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286757
#13093# EXOFLEX;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291483
#13093# FPHC;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291858
#13093# GeoStock;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286652
#13093# Hidro Smart;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289948
#13093# Hidro Smart;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292511
#13093# Hidro Smart;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292527
#13093# HIDRO SMART;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292547
#13093# HIDRO SMART;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292598
#13093# HORTAUTO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291929
#13093# Irrigação automática;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289920
#13093# Logsyn;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275294
#13093# MetalCarga Solutions;https://plataforma.gpinovacao.senai.br/plataforma/ideia/278259
#13093# Metalcycle;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292124
#13093# MRP- Máquina Rotativa com Pedal;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292272
#13093# MultiAccessi Solutions;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288901
#13093# NeckZipper;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288687
#13093# OPEN GATE 1.0;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290442
#13093# painel articulavel;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292082
#13093# PENEIRA ELETRICA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288895
#13093# PRO-MILK;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277196
#13093# Redução do consumo e descarte do óleo solúvel no processo de usinagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/278698
#13093# Redução do consumo e descarte do óleo solúvel no processo de usinagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/278700
#13093# Safe-Up;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277193
#13093# SafeWork;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292267
#13093# seat card;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273350
#13093# Sensor de continuidade acessível;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290466
#13093# SENSOR QUE IDENTIFICA INVASÃO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291367
#13093# SISTEMA DE ADEQUAÇÃO DOS PARÂMETROS DE QUALIDADE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290456
#13093# Sistema de resfriamento;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291319
#13093# SmartNível;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286650
#13093# SOLUÇÕES;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273532
"#13093# Swift cleaning ""limpeza rápida""";https://plataforma.gpinovacao.senai.br/plataforma/ideia/291313
#13093# Termo Inova;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291317
#13093# TRACKSAFE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291678
#13093# Triad Soluções;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281927
#13093#- Automação para sensores de umidade e temperatura com cobertura de alumínio galvanizado;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286648
#13093#AIRCAV - Fluxo de Ar Direcionador de Cavaco;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288686
#13093#AVENTURA SENSORIAL;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292087
#13093#Ball maze;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273756
#13093#cavaco na roupa: desconforto e risco na usinagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292385
#13093#Clarity;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292745
#13093#DYFEG;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277192
#13093#ESTEIRA TRANSPORTADORA AUTOMATIZADA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277175
#13093#Garra Forte;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276049
#13093#Guias a laser;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281420
#13093#Label Making;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291368
#13093#Logística pós extrusão de EPS (ISOPOR);https://plataforma.gpinovacao.senai.br/plataforma/ideia/291315
#13093#Meu 5s;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281737
#13093#New Soluções;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275494
#13093#New Soluções;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291910
#13093#PORTA COPOS INTELIGENTE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291673
#13093#REAÇO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292263
#13093#Schuenkers;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292084
#13093#Sensor de peso/V2;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292282
#13093#SITEMA AUTOMATICO DE SEPARAÇÃO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288757
#13093#SPIDERSENSE DSPI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292161
#13093#Uso de tecnologias móveis para a equipe de campo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281476
#13100 Absoluto Inovação;https://plataforma.gpinovacao.senai.br/plataforma/ideia/278763
#13100 Área de Descanso;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287990
#13100#  Mesa Elevatoria ELETROVOLT;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285478
#13100# CEA COMPOSTAGEM E ADUBAGEM;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287386
#13100# EcoCiclo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287410
#13100# Melhoria Ergonômica no Processo de Transporte do Pó Auxiliar Filtrante no Setor de Refinaria da Cargill;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275718
#13100# SEGURANÇA PARA CARGA E DESCARGA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291662
#13100#ELEVACAR;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291652
#13100#ITASOLUÇÕES;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275729
#13100#METALTECH;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291655
